,index,resourceId,fromUserId_x,categoryId,longitude,latitude,created_dates,updated_dates
0,1042,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
1,1043,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
2,1044,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
3,1045,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
4,1046,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
5,1047,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
6,1048,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
7,1049,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
8,1050,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
9,1051,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
10,1052,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
11,1053,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
12,1054,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
13,1055,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
14,1056,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
15,1057,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
16,1058,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
17,1059,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
18,1060,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
19,1061,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
20,1062,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
21,1063,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
22,1064,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
23,1065,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
24,1066,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
25,1067,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
26,1068,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
27,1069,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
28,1070,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
29,1071,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
30,1072,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
31,1073,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
32,1074,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
33,1075,604cf485c4e5fa0b7f7799396,5fdf6bbcfe08e8c0191a7810,602cbb1678d3fda29f330616,-84.20912039669746,44.594130176896144,2021-02-12,2021-04-17
