,index,resourceId,fromUserId_x,categoryId,longitude,latitude,created_dates,updated_dates
0,2439,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
1,2440,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
2,2441,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
3,2442,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
4,2443,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
5,2444,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
6,2445,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
7,2446,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
8,2447,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
9,2448,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
10,2449,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
11,2450,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
12,2451,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
13,2452,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
14,2453,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
15,2454,604cf485c4e5fa0b7f7799410,5fdf6bbcfe08e8c0191a7823,602cb9f578d3fda29f330609,-73.03648462120282,52.74642565763744,2021-04-15,2021-02-24
